video_id,file_name,source_path,duration_seconds,resolution,ali_recheck_status,ali_model_called,ali_analysis_route,ali_final_model,ali_confidence,old_video_type_primary,old_structure_formula,ali_video_type_primary,ali_structure_formula,ali_opening_trigger_type,ali_audience_triggers,ali_pain_point_triggers,ali_result_triggers,ali_risk_triggers,ali_middle_delivery_types,ali_ending_closure_types,ali_opening_timecode_evidence,ali_middle_timecode_evidence,ali_ending_timecode_evidence,ali_visual_evidence_summary,ali_fine_structure_summary,ali_transition_rule,ali_rough_cut_start_advice,ali_rough_cut_end_advice,ali_discard_condition,ali_manual_review_items,previous_rule_status,changed_from_previous,short_reason,frame_timecodes,metadata_ffprobe_status,ffmpeg_decode_status
fv_0082,只需一个小球练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球练出紧致的盆底肌.mp4,38.777,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen3-vl-plus,high,body_care_knowledge,人群点名 + 低门槛动作 + 坚持建议,body_care_knowledge,标题前置+人群定位+分步动作演示+关键口令字幕+收束于完成体位,人群点名,女性；关注盆底肌健康者,盆底肌松弛,练出紧致的盆底肌,效果承诺（‘练出紧致’）需注意医学边界,动作演示；口令字幕；关键要点提示,动作完成；结果重申,00:00:00.000：坐姿持球，主标题+副标题字幕同步出现；00:00:01.000：延续标题画面，无动作变化，属开场定格,00:00:06.980：躺姿取球；00:00:12.409：盆底肌收紧提示；00:00:18.613：右脚前伸动作；00:00:24.817：抬腿屈膝夹球；00:00:31.022：维持夹球体位；字幕持续提示动作要领,00:00:38.427：回归仰卧放松体位，标题复现，动作结束,画面始终为单人室内演示；字幕重复‘只需一个小球 练出紧致的盆底肌’；左侧竖排小字‘传播女性正能量 拒绝低俗’；动作序列：坐姿持球→躺姿取球→骨盆上提收紧→单腿前伸→双膝屈抬夹球→维持→放松；每步配黄底黑字口令（如‘瑜伽球拿出来’‘盆底肌先保持收紧’）,以标题定调开场，通过7个连续动作帧展示完整练习流程，每步配指令性字幕，结尾回归静态标题强化记忆,开头标题直接引出动作主体（小球），中段用字幕口令驱动动作递进，结尾以相同标题画面闭环，形成‘承诺-执行-确认’结构,从00:00:00.000开始，保留标题帧至少1秒，确保观众接收核心信息,截至于00:00:38.427放松体位帧，避免后续黑场或冗余静帧,若字幕出现‘治疗’‘治愈’‘替代医疗’等越界表述，或动作存在明显解剖错误（如骨盆过度后倾/腰椎代偿）应放弃,‘练出紧致的盆底肌’是否构成效果过度承诺；竖排小字‘拒绝低俗’是否与内容强相关需合规复核,confirmed,旧结构描述‘收束于放松体位+重复标题强化记忆’与画面一致，未修正；‘低门槛动作’在画面中体现为无需器械、居家可做，确认有效,8帧contact sheet完整覆盖起承转合：开场标题→取球准备→收紧启动→动作展开→维持→收尾放松，字幕与动作严格同步，结构清晰无跳切,00:00:00.000；00:00:01.000；00:00:06.980；00:00:12.409；00:00:18.613；00:00:24.817；00:00:31.022；00:00:38.427,success,success
fv_0083,只需一个小球腰细了臀部翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球腰细了臀部翘了.mp4,12.655,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,body_care_knowledge,痛点可视化 + 解决方案 + 效果对比 + 行动指令,body_care_knowledge,结果前置+人群点名 + 单动作循环演示+字幕强化 + 行动指令收束,结果可视化,40+女性；高段位女性；练盆底人群,腰粗；臀部扁平,腰细了；臀部翘了；核心肌群越来越有力量；腹平了,效果承诺过强（腰细/臀翘）；未说明个体差异与训练周期,单动作循环演示；字幕强化；对比图示（前后体态小图）,轻行动指令（‘都去练’）,00:00:00.000：主画面坐姿持球，大字幕‘只需一个小球 腰细了臀部翘了’；00:00:01.000：叠加多行字幕‘高段位女性都在练盆底…40+女性都去练’，完成结果+人群双重前置,00:00:02.278–00:00:10.124：连续7帧中，人物保持同一坐姿（双腿外展坐瑜伽球上），仅手部/躯干微调，配合重复字幕与左下角体态对比图，属单动作循环演示,00:00:12.305：人物口型张开似呼出指令，字幕仍为‘40+女性都去练’，无新动作，收束于行动号召,画面主体为女性坐瑜伽球演示固定姿势；全程字幕重复‘腰细了臀翘了’‘核心肌群有力量’‘40+女性都去练’；左下角持续显示三组对比图（腰腹/臀部前后形态）；无换景、无器械更换、无步骤拆解；动作幅度极小，属静态维持型演示,以单一坐姿动作为载体，通过重复字幕与对比图实现‘结果-人群-行动’三段压缩式结构,开头结果承诺由中段重复演示‘维持该姿势’来兑现（暗示此动作即达成路径），结尾用相同字幕+口型强化行动指令完成闭环,从00:00:00.000开始，保留首帧大字幕+人物入画完整构图,截至00:00:12.305，确保最后一帧口型与‘都去练’字幕同步，避免拖尾空镜,若字幕含‘7天见效’‘无需运动’等绝对化承诺，或对比图无真实拍摄依据（如合成图）应放弃,左下角三组体态对比图是否为同一人实拍；‘腰细了臀部翘了’是否构成医疗效果暗示；‘40+女性都去练’是否构成不当群体归因,confirmed,旧结构判定‘痛点可视化’为开头，本次修正为首帧即为结果可视化（‘腰细了臀部翘了’在00:00:00直接呈现），痛点隐含于结果反向推导，非独立展示,首帧无问题描述，直接呈现结果文字+人物姿态；中段无动作变化仅循环维持，字幕与对比图重复强化；结尾无新信息，仅复述行动指令，符合‘结果前置→演示固化→指令收束’逻辑,00:00:00.000；00:00:01.000；00:00:02.278；00:00:04.050；00:00:06.074；00:00:08.099；00:00:10.124；00:00:12.305,success,success
fv_0084,只需一个小球让盆底肌越练越紧.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球让盆底肌越练越紧.mp4,38.289,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,body_care_knowledge,人群点名 + 低门槛动作 + 坚持建议,body_care_knowledge,结果承诺 + 分步坐姿训练演示 + 动作量化指令 + 收束鼓励,结果承诺,产后女性；盆底肌松弛人群；居家锻炼者,盆底肌松；漏尿；性体验下降（隐含）,让盆底肌越练越紧；能够牢牢的,效果承诺过强（‘越练越紧’未限定周期/个体差异）；未明确医学禁忌人群,动作演示；口令指令；量化次数（50次）；方位提示（上下左右）,轻行动号召；结果重申,00:00:00.000（标题字幕+坐姿持球画面）与00:00:01.000（手持球+口播起始）构成结果前置+动作引导,00:00:06.892（坐瑜伽球）、00:00:12.252（坐姿夹球）、00:00:18.379（上下移动指令）、00:00:24.505（左右移动指令）、00:00:30.631（50次量化指令）构成分步动作演示+口令,00:00:37.939（微笑+‘赶快动起来吧’字幕）为收束鼓励,画面始终为同一女性在室内坐姿使用粉色小球进行盆底肌训练；字幕重复‘只需一个小球 让盆底肌越练越紧’；动作依次为：坐地夹球→坐椅持球→坐椅夹球→上下移动→左右移动→50次计数→鼓励语；无器械切换、无多人出镜、无解剖图示,以单一轮回动作（坐姿夹球-移动-计数）为核心，通过字幕+口令分阶段推进，无穿插解释或对比,开头‘越练越紧’承诺由中段具体坐姿移动动作兑现；结尾‘赶快动起来吧’呼应开头低门槛设定，形成闭环,从00:00:00.000（标题帧）开始，保留前2秒完整字幕+人物入画,截至于00:00:37.939（鼓励语帧），避免后续黑场或冗余静帧,若实际成片中出现未经标注的医疗术语、疗效保证语句（如‘治愈漏尿’）、或未声明适用人群限制，则应放弃,字幕‘越练越紧’是否构成效果过度承诺；‘能够牢牢的’是否暗示性功能改善需合规审查,modified,旧结构称‘人群点名’为开头触发，但画面无明确人群指代（如‘宝妈们注意’），实为结果承诺；旧称‘分步动作演示+口播指令’正确，但补充了‘量化次数’与‘方位提示’为关键中段要素,画面证据显示开头无身份点名仅靠标题承诺结果，中段动作严格按‘坐-夹-移-数’递进，结尾为行动号召，与旧结构部分吻合但触发类型需修正,00:00:00.000；00:00:01.000；00:00:06.892；00:00:12.252；00:00:18.379；00:00:24.505；00:00:30.631；00:00:37.939,success,success
fv_0085,只需一个小球跑跳尴尬没有了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球跑跳尴尬没有了.mp4,22.105,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,movement_correction,痛点可视化 + 解决方案 + 效果对比 + 行动指令,movement_correction,痛点可视化 + 动作方案演示 + 多轮重复强化 + 结果归因收束,痛点可视化,女性、日常跑跳时骨盆不稳、小腹突出者,跑跳尴尬；小肚子；盆底肌弱,只需一个小球；跑跳尴尬没有了,效果承诺（‘没有了’）需谨慎；未说明个体差异与训练周期,动作演示；字幕口令；重复计数强化,问题归因+轻量化收束,00:00:00.000：坐姿抱球，字幕‘只需一个小球 跑跳尴尬没有了’；00:00:01.000：起始动作演示，字幕‘如果你能每天这样’,00:00:03.979–00:00:14.147：连续三组坐姿夹球上下/画圈动作，字幕分别对应‘盆底肌’‘小肚子’‘上下拍打100次’；00:00:17.684：正面坐姿收束动作，手放腰腹,00:00:21.755：正面坐姿，字幕‘跑跳尴尬的小问题也没有了’+卡通图示，完成闭环,画面为同一女性在室内地毯/椅上进行坐姿小球夹持训练；共8帧，含正/背/侧视角；字幕依次呈现痛点→动作指令→部位关联→结果承诺；无器械切换，动作连贯递进；最后一帧叠加卡通插图强调‘尴尬消失’,以‘小球夹坐’单一动作为核心，通过四组字幕-动作配对，将跑跳尴尬归因为盆底肌与小腹控制力不足，并用重复100次的量化指令强化可操作性,开头痛点（跑跳尴尬）由中段‘坐姿夹球’动作直接承接；结尾用相同姿势+结果字幕回扣开头，形成视觉闭环,从00:00:00.000开始，保留首帧字幕与坐姿抱球画面作为钩子,截至于00:00:21.755，含最终字幕与卡通图示，避免后续可能冗余内容,若实际视频中无‘100次’执行过程或无动作节奏提示（如节拍器/呼吸口令），则方案可信度下降应弃用,‘跑跳尴尬没有了’是否构成绝对化效果承诺；卡通图示是否暗示医疗效果；字幕‘盆底肌’‘小肚子’是否存在误导性归因,modified,旧结构称‘效果对比’，但contact sheet无前后对比画面（仅单人单场景），实为‘动作方案+结果宣称’闭环，故修正为‘多轮重复强化’替代‘效果对比’,画面证据显示全程为同一人同一场景下重复演示同一动作，无真实对比镜头；字幕逻辑为‘问题→动作→部位→结果’线性推进，非旧版所列的对比结构,00:00:00.000；00:00:01.000；00:00:03.979；00:00:07.074；00:00:10.610；00:00:14.147；00:00:17.684；00:00:21.755,success,success
fv_0086,只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,19.435,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,sports_teaching,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,结果承诺开场 + 分步口令引导+重复强化 + 动作完成收束,结果承诺,产后女性；盆底肌松弛人群,漏尿；下垂；紧致不足；4指变1指,只需一个瑜伽小球就能锻炼盆底肌；紧致就练它；下垂就练它；漏尿就练它,‘就能锻炼盆底肌’可能弱化医学干预必要性；未说明禁忌症；‘4指变1指’暗示量化改善存在风险,动作演示；口令引导；字幕强化；手势强调,动作完成；静态收束,00:00:00.000：主讲人坐姿持球，大字幕‘只需一个瑜伽小球就能锻炼盆底肌’；00:00:01.000：开始演示坐姿夹球动作，画面稳定进入教学状态,00:00:03.498–00:00:15.548：多帧显示‘漏尿就练它’‘4指变1指练它’‘紧致就练它’‘下垂就练它’等字幕交替出现，配合坐姿夹球动作变化，手部指向或抬指强调，动作节奏一致，无切换,00:00:19.085：动作定格，双手放膝，面带微笑，无新字幕，为收束姿态,画面始终为单人室内坐姿训练场景；主讲人穿运动装，使用粉色瑜伽小球置于会阴处；字幕反复出现‘漏尿就练它’‘下垂就练它’‘紧致就练它’‘4指变1指练它’等短语；动作以坐姿夹球为主，配合手部指向或手势强调；无器械切换、无他人出镜、无解剖图示,以结果承诺开篇，通过四组高频重复字幕+动作变体实现分步口令强化，结尾以静态完成姿态收束,开头‘只需一个瑜伽小球’直接兑现为中段持续坐姿夹球动作；结尾姿态与开头坐姿呼应，形成闭环,从00:00:00.000（主讲人正对镜头+大字幕）起切，避免前导黑场,止于00:00:19.085（动作定格微笑），不延伸静帧,若字幕存在‘治愈’‘根治’‘替代医疗’等绝对化表述，或画面出现非本人示范/错误发力姿势应放弃,‘就能锻炼盆底肌’是否构成效果过度承诺；‘4指变1指’是否暗示可量化临床改善；未标注适用人群禁忌（如产后6周内、盆腔器官脱垂III度以上）,modified,旧结构中‘人群点名’未在画面显性出现（仅字幕隐含），本次确认为‘结果承诺’主导开场；中段仍为口令引导+重复强化，但‘分步’体现更清晰；结尾确认为‘动作完成’而非‘总结手势’，因无语言总结动作,画面证据明确：开场大字幕为结果导向，中段为重复口令+动作变体，结尾为静态收束；字幕高频强调症状与解决方案，符合sports_teaching类短视频典型结构,00:00:00.000；00:00:01.000；00:00:03.498；00:00:06.219；00:00:09.329；00:00:12.438；00:00:15.548；00:00:19.085,success,success
fv_0087,只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,18.344,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,sports_teaching,人群点名 + 低门槛动作 + 坚持建议,movement_correction,痛点可视化+低门槛动作分步演示+生理图解强化+趣味收束,痛点可视化,产后女性；盆底肌松弛者；久坐人群,一定很紧致 那么你的盆底肌；尴尬的问题也没有了,轻松养出好体态；跑跳漏水 尴尬的问题也没有了,将盆底肌问题简化为‘提臀100次’可能弱化医学干预必要性；‘修复后盆底肌’图示未标注医疗依据,动作演示；图解；量化口令；对比示意,趣味强化；动作完成,00:00:00.000（坐姿球上+字幕‘只需一个瑜伽小球 轻松养出好体态’）与00:00:01.000（背对坐椅+字幕‘你没事就这样 坐在瑜伽小球上’）构成问题引入,00:00:03.302（提臀100次）、00:00:05.870（前后移动）、00:00:08.805（盆底肌对比图+‘一定很紧致’）、00:00:11.740（上下拍打100次）构成分步动作+图解核心段,00:00:14.675（坐姿球上收尾动作）与00:00:17.994（卡通漏水图+‘跑跳漏水 尴尬的问题也没有了’）构成趣味收束,画面含4组动作：坐球静坐→坐椅提臀→跪姿前后→坐球上下拍打；两处解剖图对比‘产后vs修复后盆底肌’；字幕含量化指令（100次）、结果承诺（无尴尬）、动作提示（你还前后/上下）；结尾插入卡通漏水梗图,以盆底肌松弛痛点切入，用同一小球串联4个低强度动作，穿插解剖图建立因果认知，结尾用生活化场景（跑跳漏水）强化收益,开头‘坐球’动作自然过渡至中段‘坐椅提臀’（同工具不同姿态），再转跪姿/坐姿变式；结尾卡通图承接‘尴尬问题’字幕，实现情绪闭环,从00:00:00.000开始，保留首帧坐球正面镜头+主标题字幕,截至于00:00:17.994卡通图帧，确保‘尴尬问题也没有了’字幕完整呈现,若解剖图无来源标注或口播未声明‘非医疗建议’，则因健康边界风险应放弃,盆底肌对比图是否具医学授权；‘修复后’表述是否误导为治疗效果；卡通漏水图是否过度简化病理,modified,旧结构归为sports_teaching并强调‘坚持建议’，现依据画面证据修正为movement_correction，且中段核心为生理图解而非单纯动作分步，结尾非‘轻行动’而是‘趣味强化’,画面明确展示盆底肌解剖对比与病理场景（漏水），动作设计围绕功能矫正而非泛健身，字幕聚焦问题-解决方案链条，不符合sports_teaching的技能习得逻辑,00:00:00.000；00:00:01.000；00:00:03.302；00:00:05.870；00:00:08.805；00:00:11.740；00:00:14.675；00:00:17.994,success,success
fv_0088,只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,11.169,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,sports_teaching,痛点可视化 + 解决方案 + 效果对比 + 行动指令,sports_teaching,痛点可视化 + 动作演示 + 生理解剖图解 + 效果对比 + 结果重申,痛点可视化,女性；久坐人群；臀部僵硬者,髋灵活了臀翘了；抗衰别只盯着脸；盆底松了,髋灵活了臀翘了；屁股翘了；腰也细了；省下大几w的科技费,盆底松了→等于花儿离开了土壤（隐喻过度医学化）；修复前/修复后图示易引发效果绝对化联想；非医疗保健科普 仅作参考 字样弱化但未消除健康边界风险,动作演示；生理解剖图解；修复前后对比图；收益类比,效果重申；身体部位对比收束,00:00:00.000（正面坐姿球上+主标题字幕）、00:00:00.894（背对坐姿+‘抗衰别只盯着脸’字幕）,00:00:02.010（侧坐+盆底松了图解）、00:00:03.574（卷纸遮挡+‘等于花儿离开了土壤’）、00:00:05.361（修复前→修复后图示+‘生了几个’）、00:00:07.148（同图示+‘省下大几w的科技费’）,00:00:08.935（侧坐+‘胯窄了’）、00:00:10.819（多图对比+‘髋灵活了 屁股翘了 腰也细了’）,全程一人一球演示坐姿髋部激活动作；叠加多组解剖示意图（盆底肌、髋关节）与修复前后对比图；字幕反复强调‘只需一个瑜伽小球’‘髋灵活了臀翘了’；右下角持续标注‘非医疗保健科普 仅供参考’；结尾出现臀腰对比图集,以‘髋臀问题’为痛点起点，通过坐姿小球动作演示串联解剖原理与视觉化收益，用类比和对比强化效果感知，无口播动作指令仅靠画面推进,开头痛点字幕→中段动作+图解即时回应问题成因→结尾多图对比闭环验证结果，依赖字幕递进而非镜头逻辑跳转,从00:00:00.000开始，保留首帧正面坐姿+主标题，避免跳过‘髋灵活了臀翘了’强钩子,截至00:00:10.819最后一帧多图对比完成，勿延伸至黑场或静帧,若解剖图示被证实错误或与动作无关、或‘修复前后’图示无真实对照依据，则应放弃,盆底肌示意图准确性；修复前后对比图是否真实可归因于该动作；‘省下大几w科技费’字幕是否构成效果承诺违规,modified,旧结构称‘效果对比+行动指令’，但本片无明确行动指令（如‘现在试试’），仅有结果重申；中段实为‘动作+图解+类比’三重叠加，非单纯‘图文叠加解释’,画面证据显示无口播指令、无跟练引导动作，结尾仅为多图收益堆叠；解剖图与对比图占比高，结构重心偏知识可视化而非教学流程，故修正中段与结尾定义,00:00:00.000；00:00:00.894；00:00:02.010；00:00:03.574；00:00:05.361；00:00:07.148；00:00:08.935；00:00:10.819,success,success
fv_0089,只需三个动作帮你瘦臀瘦肚子.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需三个动作帮你瘦臀瘦肚子.mp4,19.249,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,sports_teaching,痛点可视化 + 解决方案 + 效果对比 + 行动指令,sports_teaching,痛点可视化 + 动作分步演示 + 图解标注 + 效果承诺强化 + 轻行动指令,结果承诺+痛点可视化,女性；久坐人群；臀部松弛；腹部脂肪堆积,翘臀紧致需求；臀部线条不流畅；盆底肌松弛,瘦臀瘦肚子；线条流畅更显比例；整个臀胯紧致上提,效果承诺过强（‘只需三个动作’）；医学图示简化可能误导（如盆底肌与瘦臀直接关联）；对比图非真实前后拍摄,动作演示；图解标注；口令式字幕；前后对比图,轻行动；结果重申,00:00:00.000（主讲人坐姿+大字幕‘只需三个动作帮你瘦臀瘦肚子’）+ 00:00:01.000（臀部对比图+‘为了翘臀紧致’）,00:00:03.465（桥式起始位）→ 00:00:06.160（桥式顶峰位）→ 00:00:09.240（静态臀桥图解）→ 00:00:12.319（提拉臀线对比）→ 00:00:15.399（臀胯上提对比）,00:00:18.899（最终体位+‘线条流畅 更显比例’字幕，无明确收尾动作或口令）,画面含主讲人演示三个地面动作（坐姿准备→桥式→静态臀桥），每动作配对比图/解剖图/文字说明；字幕强调‘瘦臀瘦肚子’‘收紧臀部’‘保持1分钟’等；无真实前后效果对比视频，仅用示意图；左侧始终有‘传播女性正能量 拒绝焦虑’水印,以问题图示开场，依次演示桥式类动作三阶段，每阶段叠加图文解释与局部效果承诺，结尾停留在最后一个动作体位未收束,开头痛点图→动作1演示→图解原理→动作2→对比强化→动作3→效果总结，但结尾未回归主讲人或给出完成信号,从00:00:00.000开始，保留主讲人坐姿+标题字幕帧,截至00:00:18.899后第1帧（约00:00:19.2），需补0.3s黑场或收尾动作，当前结尾突兀,若无真实效果验证素材、或医学图示被证实错误且无法修正时应放弃,盆底肌图示是否科学准确；‘只需三个动作’是否构成过度承诺；对比图是否为同一人/同角度拍摄,modified,旧结构称‘效果对比’为独立段落，实际画面中对比图嵌入中段各动作内，非独立段；结尾无‘每日行动指令’实证，仅隐含‘保持1分钟’，故将ending类型从‘行动指令’降为‘轻行动+结果重申’,画面证据显示：痛点→动作分步演示→图文穿插对比→结尾停在动作末态，无独立效果对比段与明确收尾指令；字幕与图示构成主要信息流,00:00:00.000；00:00:01.000；00:00:03.465；00:00:06.160；00:00:09.240；00:00:12.319；00:00:15.399；00:00:18.899,success,success
fv_0090,只需三个动作臀饱满腰背挺拔6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需三个动作臀饱满腰背挺拔6.15.mp4,16.37,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen3-vl-plus,high,movement_correction,人群点名 + 低门槛动作 + 坚持建议,movement_correction,结果前置+痛点关联 + 分动作演示+量化指令 + 效果强化+行动闭环,结果承诺,女性、久坐人群、腰臀形态关注者,臀部扁平、腰背无力、盆底松弛,臀饱满、腰背挺拔、盆底稳固不松弛,每日坚持1分钟/100次的绝对化频次承诺；‘改善臀部’‘疏通盆底’等未明确限定为非医疗效果的表述,动作演示、量化口令、对比图解、坐姿/仰卧/跪姿分场景执行,结果重申、动作完成状态展示,00:00:00.000（主讲人坐姿亮相+大字标题‘只需三个动作 臀饱满腰背挺拔’）,00:00:02.947（仰卧屈膝提臀）、00:00:05.238（仰卧静态臀桥保持）、00:00:07.858（猫牛式变体）、00:00:10.477（坐椅骨盆前倾后倾）、00:00:13.096（坐椅滚动100次指令+对比图）,00:00:16.020（坐姿收尾+‘盆底稳固不松弛’字幕+解剖图小窗）,画面含三组动作：1）仰卧臀桥类（提臀/保持）；2）跪姿脊柱流动；3）坐椅骨盆滚动。每动作配黄底白字指令（如‘静态臀翘保持1分钟’‘前后滚动100次’），左上角持续标注‘非医疗保健科普 仅供参考’，结尾出现盆底肌解剖对比图。无口播文字转录，仅字幕与动作同步。,以结果标题开场，依次演示仰卧→跪姿→坐姿三动作，每动作含目的说明+执行要求+频次量化，结尾用解剖图强化‘盆底稳固’结果。,开头标题承诺‘三个动作’，中段严格按三场景展开对应动作；结尾回归标题关键词‘臀饱满腰背挺拔’并叠加‘盆底稳固’新结果点，形成闭环。,从00:00:00.000主讲人坐姿+标题帧切入，保留左上角免责声明,截至于00:00:16.020坐姿收尾帧，确保解剖图小窗完整可见,若字幕出现‘治疗’‘治愈’‘临床验证’等越界词，或动作演示中出现脊柱超伸/膝过肩等高风险姿态且无警示,‘每天要做’‘100次’等量化指令是否构成过度承诺；盆底肌解剖图是否暗示医疗效果；‘疏通盆底’字幕是否需加‘感观描述’限定语,confirmed,确认旧结构公式准确；补充中段具体动作场景拆解证据（仰卧/跪姿/坐姿三类）；明确风险触发项新增‘量化频次绝对化’,画面严格匹配‘三个动作’结构，字幕与动作时序一致，开头结尾呼应，但量化指令与解剖图存在潜在健康边界风险需人工复核。,00:00:00.000；00:00:01.000；00:00:02.947；00:00:05.238；00:00:07.858；00:00:10.477；00:00:13.096；00:00:16.020,success,success
fv_0091,只需三个动作让P底紧致Q弹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需三个动作让P底紧致Q弹.mp4,16.138,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,body_care_knowledge,痛点可视化 + 解决方案 + 效果对比 + 行动指令,body_care_knowledge,痛点可视化 + 三动作分步演示 + 结果重申,痛点可视化,产后女性；腰腹松弛者；追求紧致臀型人群,P底松垮；肚子平了；臀饱满；腰也细了,让P底紧致Q弹；省去大几W科技费；练出八爪鱼,效果承诺过强（Q弹、八爪鱼）；医学边界模糊（P底紧致）,动作演示；多角度特写；图解辅助,结果重申,00:00:00.000：主讲人坐姿持球，字幕‘只需三个动作 让P底紧致Q弹’；00:00:01.000：叠加痛点文案‘肚子平了 臀饱满 腰也细了’,00:00:02.905–00:00:12.910：连续四帧展示不同体位动作（仰卧夹球、侧卧抬腿、跪姿后抬、四足支撑），每帧含相同字幕与八爪鱼图解,00:00:15.788：最后动作定格+重复字幕，无新信息，仅强化结果承诺,画面始终为同一女性穿黄绿运动服，在地毯上用粉色小球做三组不同姿势训练；每帧叠加固定黄字文案‘不管你生完多久 一个小球 三个动作 省去了大几W的科技费 练出八爪鱼’及‘肚子平了 臀饱满 腰也细了’；左下角有八爪鱼/章鱼图解，右下角有腰腹对比小图；无口播文字转录可见,以单一痛点开场，通过三组递进式动作演示构成中段，结尾未新增动作或收束逻辑，仅重复开头承诺,开头痛点→直接跳入第一动作演示，无过渡解释；中段动作间靠时间推进切换，无口播衔接；结尾未形成闭环，仅复现开头字幕,从00:00:00.000开始，保留主讲人坐姿+核心标题字幕帧,截至00:00:15.788动作定格帧，避免后续黑场或冗余静帧,若无法提供动作安全性说明或医学背书，且字幕持续使用‘Q弹’‘八爪鱼’等拟物化效果承诺时应放弃,‘八爪鱼’图解是否构成误导性类比；‘P底紧致Q弹’是否违反健康类内容规范；腰腹对比小图是否为真实前后对比,modified,旧结构称‘效果对比’，但contact sheet中无真实前后对比画面，仅有示意小图；‘分步动作演示+多角度特写’成立，但‘效果对比’应修正为‘效果承诺重申’,画面证据显示全程无真实效果对比帧，仅靠重复字幕与图解强化结果；中段为三动作连续演示，结尾未新增信息，结构实为‘痛点→动作→重申’，非原判‘效果对比’环节,00:00:00.000；00:00:01.000；00:00:02.905；00:00:05.164；00:00:07.746；00:00:10.328；00:00:12.910；00:00:15.788,success,success
