video_id,file_name,source_path,duration_seconds,resolution,aspect_ratio,analysis_status,video_type_primary,video_type_secondary,structure_formula,opening_type,opening_0_3s_function,opening_reason,middle_delivery_type,middle_delivery_evidence,ending_closure_type,ending_next_action,source_integrity_score,visual_speech_continuity_score,emotion_continuity_score,editing_flow_score,jump_cut_risk,why_complete_or_incomplete,how_to_make_complete,how_middle_avoids_jump,usable_as_reference,manual_review_items,evidence_timecodes,evidence_frame_summaries,notes
fv_0239,11月14日 情侣如何提高亲密感yx.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月14日 情侣如何提高亲密感yx.mp4,34.946,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0240,11月14日 生理上的需求是真正的爱吗.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月14日 生理上的需求是真正的爱吗.mp4,26.54,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0241,11月14日女人可以没有男人男人不能没有女人.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月14日女人可以没有男人男人不能没有女人/11月14日女人可以没有男人男人不能没有女人.mp4,15.371,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0242,11月14日女人拿捏男人的小妙招yx.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月14日女人拿捏男人的小妙招yx.mp4,36.014,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0243,11月14日生理性的喜欢有多重要.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月14日生理性的喜欢有多重要.mp4,36.571,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0244,11月15日 50岁后还要用椰子油吗.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月15日 50岁后还要用椰子油吗.mp4,28.444,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0245,11月15日 绝经过后到底如何养护.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月15日 绝经过后到底如何养护.mp4,46.486,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0246,11月15日一个有家庭的男人为什么找你.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月15日一个有家庭的男人为什么找你.mp4,35.48,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0247,11月18日 女人如何自带贵气感只要做以下三点.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月18日 女人如何自带贵气感只要做以下三点/11月18日 女人如何自带贵气感只要做以下三点.mp4,66.548,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0248,11月18日产后才是考验婚姻开始.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月18日产后才是考验婚姻开始.mp4,36.641,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0249,11月18日女人如何像钻石一样闪耀yx.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月18日女人如何像钻石一样闪耀yx.mp4,70.774,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0250,11月19日 不要让孩子在缺失父母的关爱.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月19日 不要让孩子在缺失父母的关爱/11月19日 不要让孩子在缺失父母的关爱.mp4,84.242,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0251,11月19日为什么现在的女性都不愿意生孩子.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月19日为什么现在的女性都不愿意生孩子/11月19日为什么现在的女性都不愿意生孩子.mp4,49.644,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0252,11月1日 (1)-1.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月1日 (1)/11月1日 (1)-1.mp4,8.383,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0253,11月1日女人停水停电该怎么保养yx.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月1日女人停水停电该怎么保养yx.mp4,21.641,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0254,11月1日对方有了新欢要为自己鼓掌 .mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月1日对方有了新欢要为自己鼓掌 .mp4,30.72,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0255,11月20日 (1).mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月20日 (1)/11月20日 (1).mp4,31.045,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0256,11月20日不服老的女人的小秘密yx.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月20日不服老的女人的小秘密yx.mp4,31.974,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0257,11月20日最好夫妻关系要互相共同成长.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月20日最好夫妻关系要互相共同成长/11月20日最好夫妻关系要互相共同成长.mp4,80.109,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0258,11月20日聪明的女人四句话让男人欲罢不能.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月20日聪明的女人四句话让男人欲罢不能/11月20日聪明的女人四句话让男人欲罢不能.mp4,64.017,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0259,11月21日 送男友最好礼物就是你自己.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月21日 送男友最好礼物就是你自己.mp4,34.18,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0260,11月21日一个小技巧轻松解决姨妈痛.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月21日一个小技巧轻松解决姨妈痛/11月21日一个小技巧轻松解决姨妈痛.mp4,57.655,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0261,11月21日女人一定要找一个满眼都是你的人.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月21日女人一定要找一个满眼都是你的人.mp4,23.638,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0262,11月22日 生理上爱才破冰开始.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月22日 生理上爱才破冰开始.mp4,34.853,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0263,11月22日女子本弱，为母则刚!孩子就是我命.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月22日女子本弱，为母则刚!孩子就是我命.mp4,59.42,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0264,11月23日 没有价值的人 谁都不会珍惜.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月23日 没有价值的人 谁都不会珍惜/11月23日 没有价值的人 谁都不会珍惜.mp4,100.101,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0265,11月23日没有价值的人 谁都不会珍惜.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月23日没有价值的人 谁都不会珍惜/11月23日没有价值的人 谁都不会珍惜.mp4,53.708,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0266,11月25日50岁保养秘诀.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月25日50岁保养秘诀/11月25日50岁保养秘诀.mp4,35.155,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0267,11月26日女人面对网络暴力应该如何处理.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月26日女人面对网络暴力应该如何处理/11月26日女人面对网络暴力应该如何处理.mp4,80.039,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0268,11月26日没有价值的人 谁都不会珍惜.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月26日没有价值的人 谁都不会珍惜/11月26日没有价值的人 谁都不会珍惜.mp4,53.708,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0269,11月27日女性不应该被定义.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月27日女性不应该被定义/11月27日女性不应该被定义.mp4,88.654,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0270,11月28日女人50岁该如何保养.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月28日女人50岁该如何保养.mp4,21.734,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0271,11月28日突破亲密关系小技巧.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月28日突破亲密关系小技巧.mp4,22.546,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0272,11月29日50岁停水停电忽视她才可怕.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月29日50岁停水停电忽视她才可怕.mp4,31.3,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0273,11月2日 女人好色是福男人好色是毒.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月2日 女人好色是福男人好色是毒.mp4,16.114,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0274,11月2日不服老的女人的小秘密yx.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月2日不服老的女人的小秘密yx.mp4,31.974,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0275,11月2日女神不老的小秘密yx.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月2日女神不老的小秘密yx.mp4,32.067,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0276,11月30日 夫妻情感破局小技巧.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月30日 夫妻情感破局小技巧/11月30日 夫妻情感破局小技巧.mp4,39.102,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0277,11月30日 离婚对孩子伤害大嘛.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月30日 离婚对孩子伤害大嘛/11月30日 离婚对孩子伤害大嘛.mp4,78.785,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0278,11月30日离婚对孩子伤害大嘛.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月30日离婚对孩子伤害大嘛/11月30日离婚对孩子伤害大嘛.mp4,78.785,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0279,11月3日 女人不服老50岁也可以年轻yx.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月3日 女人不服老50岁也可以年轻yx.mp4,18.042,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0280,11月3日男人爱不爱你看就两点.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月3日男人爱不爱你看就两点.mp4,25.518,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0281,11月4号女人绝经有苦恼也有好处.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月4号女人绝经有苦恼也有好处.mp4,43.351,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0282,11月4日 女性年龄大后容易进入内耗yx.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月4日 女性年龄大后容易进入内耗yx.mp4,36.223,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0283,11月4日爱一个人需要结果吗.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月4日爱一个人需要结果吗.mp4,22.616,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0284,11月4日爱一个人需要结果嘛.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月4日爱一个人需要结果嘛.mp4,22.755,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0285,11月5日 女人四十豆腐渣错误的说法yx.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月5日 女人四十豆腐渣错误的说法yx.mp4,22.314,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0286,11月5日出轨的男人都有什么结局.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月5日出轨的男人都有什么结局.mp4,27.933,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0287,11月5日千万不要小看长相年轻的女人.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月5日千万不要小看长相年轻的女人.mp4,36.734,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0288,11月5日女人40岁是最美好开始.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月5日女人40岁是最美好开始/11月5日女人40岁是最美好开始.mp4,26.935,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0289,11月5日女人40岁是最美好开始yx.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月5日女人40岁是最美好开始yx.mp4,26.935,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0290,11月5日爱一个人需要结果吗.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月5日爱一个人需要结果吗.mp4,8.08,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0291,11月5日男人宠溺你几大表现你老公有几个.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月5日男人宠溺你几大表现你老公有几个.mp4,50.155,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
fv_0292,11月6日 60岁以后才是女人的开始yx.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/成品/11月6日 60岁以后才是女人的开始yx/11月6日 60岁以后才是女人的开始yx.mp4,28.282,1080x1920,9:16,pending_not_analyzed,unclassified_pending_review,本轮未解析,待解析,pending,pending,本轮按用户要求只解析前 100 条，未进入模型解析。,pending,pending,pending,pending,,,,,pending,未解析，不能判断完整性。,待后续批次解析后判断。,pending,pending_review,后续批次解析,pending,pending,pending_not_analyzed
