review_id,candidate_id,pair_group_id,recording_id,source_file,usable_structure_name,original_stage1_priority,talk_start_time,talk_end_time,action_start_time,action_end_time,talk_claimed_action_or_problem,talk_claimed_function,action_observed_or_labeled,action_evidence_status,same_action_check,same_problem_check,same_function_check,sequence_logic_check,topic_break_check,logic_review_result,logic_fail_reason,downgraded_stage,next_action,manual_review_items,notes
P0R001,live_cand_0004,pair_0004,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,误区/错误先抛 + 正确动作对比 + 原因解释,A,00:10:00.000,00:12:00.000,00:10:00.000,00:12:00.000,动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒,风险,text_labeled_action=presenter_emphasis_warning_pause; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=58; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=text_keyword_rule; keyword_count=5; previous_status=screening_candidate_pending_manual_review_score_9
P0R045,live_cand_0096,pair_0096,rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,误区/错误先抛 + 正确动作对比 + 原因解释,A,01:24:00.000,01:26:00.000,01:24:00.000,01:26:00.000,动作口令/跟练 / 误区纠错/风险提醒,异议,text_labeled_action=presenter_emphasis_warning_pause; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=39; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=text_keyword_rule; keyword_count=4; previous_status=screening_candidate_pending_manual_review_score_9
P0R046,live_cand_0097,pair_0097,rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,多动作组合 + 同一主题推进 + 轻跟练收束,A,01:26:00.000,01:28:00.000,01:26:00.000,01:28:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释,风险,text_labeled_action=presenter_step_count_or_page_turn; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=74; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=action_kb_recommended_structure; keyword_count=2; previous_status=screening_candidate_pending_manual_review_score_9
P0R047,live_cand_0100,pair_0100,rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,误区/错误先抛 + 正确动作对比 + 原因解释,A,01:32:00.000,01:34:00.000,01:32:00.000,01:34:00.000,盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒 / 动作/问题关键词命中,风险,text_labeled_action=presenter_emphasis_warning_pause; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=75; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=text_keyword_rule; keyword_count=5; previous_status=screening_candidate_pending_manual_review_score_11
P0R048,live_cand_0107,pair_0107,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,多动作组合 + 同一主题推进 + 轻跟练收束,A,00:06:00.000,00:08:00.000,00:06:00.000,00:08:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释,方法,text_labeled_action=presenter_step_count_or_page_turn; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=46; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=action_kb_recommended_structure; keyword_count=1; previous_status=screening_candidate_pending_manual_review_score_9
P0R049,live_cand_0110,pair_0110,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,多动作组合 + 同一主题推进 + 轻跟练收束,A,00:12:00.000,00:14:00.000,00:12:00.000,00:14:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释,方法,text_labeled_action=presenter_step_count_or_page_turn; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=27; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=action_kb_recommended_structure; keyword_count=1; previous_status=screening_candidate_pending_manual_review_score_9
P0R050,live_cand_0112,pair_0112,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,误区/错误先抛 + 正确动作对比 + 原因解释,A,00:16:00.000,00:18:00.000,00:16:00.000,00:18:00.000,胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒 / 动作/问题关键词命中,风险,text_labeled_action=presenter_emphasis_warning_pause; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=36; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=text_keyword_rule; keyword_count=2; previous_status=screening_candidate_pending_manual_review_score_11
P0R051,live_cand_0113,pair_0113,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,工具/动作演示 + 发力口令 + 低压跟练收束,A,00:18:00.000,00:20:00.000,00:18:00.000,00:20:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释,风险,text_labeled_action=course_breathing_coordination_reference; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=38; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=action_kb_recommended_structure; keyword_count=5; previous_status=screening_candidate_pending_manual_review_score_9
P0R052,live_cand_0116,pair_0116,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,工具/动作演示 + 发力口令 + 低压跟练收束,A,00:24:00.000,00:26:00.000,00:24:00.000,00:26:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释,方法,text_labeled_action=course_breathing_coordination_reference; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=41; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=action_kb_recommended_structure; keyword_count=2; previous_status=screening_candidate_pending_manual_review_score_9
P0R053,live_cand_0119,pair_0119,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,误区/错误先抛 + 正确动作对比 + 原因解释,A,00:30:00.000,00:32:00.000,00:30:00.000,00:32:00.000,动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒,风险,text_labeled_action=presenter_emphasis_warning_pause; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=53; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=text_keyword_rule; keyword_count=3; previous_status=screening_candidate_pending_manual_review_score_11
P0R054,live_cand_0121,pair_0121,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,误区/错误先抛 + 正确动作对比 + 原因解释,A,00:34:00.000,00:36:00.000,00:34:00.000,00:36:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 误区纠错/风险提醒,风险,text_labeled_action=presenter_emphasis_warning_pause; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=58; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=text_keyword_rule; keyword_count=3; previous_status=screening_candidate_pending_manual_review_score_10
P0R055,live_cand_0122,pair_0122,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,误区/错误先抛 + 正确动作对比 + 原因解释,A,00:36:00.000,00:38:00.000,00:36:00.000,00:38:00.000,动作口令/跟练 / 胸部/呼吸练习 / 误区纠错/风险提醒,风险,text_labeled_action=presenter_emphasis_warning_pause; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=45; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=text_keyword_rule; keyword_count=3; previous_status=screening_candidate_pending_manual_review_score_10
P0R056,live_cand_0123,pair_0123,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,痛点/人群点名 + 单动作完整循环 + 坚持建议,A,00:38:00.000,00:40:00.000,00:38:00.000,00:40:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释,风险,text_labeled_action=course_pelvic_floor_training_reference; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=45; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=action_kb_recommended_structure; keyword_count=5; previous_status=screening_candidate_pending_manual_review_score_9
P0R057,live_cand_0124,pair_0124,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,多动作组合 + 同一主题推进 + 轻跟练收束,A,00:40:00.000,00:42:00.000,00:40:00.000,00:42:00.000,动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒,风险,text_labeled_action=presenter_step_count_or_page_turn; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=56; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=action_kb_recommended_structure; keyword_count=3; previous_status=screening_candidate_pending_manual_review_score_9
P0R058,live_cand_0125,pair_0125,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,痛点/人群点名 + 单动作完整循环 + 坚持建议,A,00:42:00.000,00:44:00.000,00:42:00.000,00:44:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释,方法,text_labeled_action=course_pelvic_floor_training_reference; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=53; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=action_kb_recommended_structure; keyword_count=3; previous_status=screening_candidate_pending_manual_review_score_9
P0R059,live_cand_0126,pair_0126,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,痛点/人群点名 + 单动作完整循环 + 坚持建议,A,00:44:00.000,00:46:00.000,00:44:00.000,00:46:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释,风险,text_labeled_action=course_pelvic_floor_training_reference; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=51; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=action_kb_recommended_structure; keyword_count=3; previous_status=screening_candidate_pending_manual_review_score_9
P0R060,live_cand_0129,pair_0129,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,误区/错误先抛 + 正确动作对比 + 原因解释,A,00:50:00.000,00:52:00.000,00:50:00.000,00:52:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释,风险,text_labeled_action=presenter_emphasis_warning_pause; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=47; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=text_keyword_rule; keyword_count=4; previous_status=screening_candidate_pending_manual_review_score_10
P0R061,live_cand_0130,pair_0130,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,痛点/人群点名 + 单动作完整循环 + 坚持建议,A,00:52:00.000,00:54:00.000,00:52:00.000,00:54:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释,风险,text_labeled_action=course_pelvic_floor_training_reference; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=46; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=action_kb_recommended_structure; keyword_count=4; previous_status=screening_candidate_pending_manual_review_score_9
P0R062,live_cand_0132,pair_0132,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,误区/错误先抛 + 正确动作对比 + 原因解释,A,00:56:00.000,00:58:00.000,00:56:00.000,00:58:00.000,动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒,风险,text_labeled_action=presenter_emphasis_warning_pause; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=52; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=text_keyword_rule; keyword_count=3; previous_status=screening_candidate_pending_manual_review_score_11
P0R063,live_cand_0134,pair_0134,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,误区/错误先抛 + 正确动作对比 + 原因解释,A,01:00:00.000,01:02:00.000,01:00:00.000,01:02:00.000,动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒,风险,text_labeled_action=presenter_emphasis_warning_pause; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=49; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=text_keyword_rule; keyword_count=5; previous_status=screening_candidate_pending_manual_review_score_10
P0R064,live_cand_0135,pair_0135,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,问题问答 + 原因解释 + 方法边界,A,01:02:00.000,01:04:00.000,01:02:00.000,01:04:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释,风险,text_labeled_action=presenter_emphasis_warning_pause; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=52; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=text_keyword_rule; keyword_count=4; previous_status=screening_candidate_pending_manual_review_score_10
P0R065,live_cand_0136,pair_0136,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,多动作组合 + 同一主题推进 + 轻跟练收束,A,01:04:00.000,01:06:00.000,01:04:00.000,01:06:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 误区纠错/风险提醒,风险,text_labeled_action=presenter_step_count_or_page_turn; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=39; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=action_kb_recommended_structure; keyword_count=2; previous_status=screening_candidate_pending_manual_review_score_9
P0R066,live_cand_0137,pair_0137,rec_003,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5825.MP4,痛点/人群点名 + 单动作完整循环 + 坚持建议,A,01:06:00.000,01:08:00.000,01:06:00.000,01:08:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释,风险,text_labeled_action=course_pelvic_floor_training_reference; visual_observation=not_confirmed,text_keyword_only_pending_visual_review,blocked_no_visual_evidence,partially_related_from_text_summary_only,partially_related_from_pair_table_only,blocked_same_window_or_split_unavailable_not_enough,not_determined_without_manual_audio_visual_review,blocked_need_visual_review,缺视觉动作证据：上一轮只记录 ASR/关键词/同窗口线索，action_complete_cycle 和 visual_obstruction_risk 仍为 pending_visual_review，不能证明口播动作同一。,not_A_usable_logic_blocked,先进入人工看原片/视觉模型复核池；确认画面具体动作后再重建配对和剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,asr_overlap_segments=41; local_full_context_exists=true; pair_split_status=not_available_from_pair_table_same_time_range; source_reason=action_kb_recommended_structure; keyword_count=3; previous_status=screening_candidate_pending_manual_review_score_9
