sample_id,source_scope,relative_path,file_name,top_level_group,excluded_by_user_rule,hidden_resource_fork_skipped,parse_basis,matched_existing_video_id,matched_existing_analysis_status,duration_seconds,width,height,fps,audio_present,file_size_mb,metadata_probe_status,title_hook_type,viewer_problem_tags,core_asset_type,inferred_content_archetype,inferred_route_decision,selection_reason_tags,needs_audio_or_multimodal_review,boundary_status
ai_needed_084,AI需要的成片_non_finished,已发/只需一个小球让盆底肌越练越紧.mp4,只需一个小球让盆底肌越练越紧.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0084,reused_existing_ali_recheck_success_no_new_api_call,38.289,1080,1920,30.000,yes,46.371,metadata_only_probe_passed,promise_action_hook,pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；pelvic_floor；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_085,AI需要的成片_non_finished,已发/只需一个小球跑跳尴尬没有了.mp4,只需一个小球跑跳尴尬没有了.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0085,reused_existing_ali_recheck_success_no_new_api_call,22.105,1080,1920,30.000,yes,26.858,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；leakage_embarrassment；pain_point_visualized；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_086,AI需要的成片_non_finished,已发/只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0086,reused_existing_ali_recheck_success_no_new_api_call,19.435,1080,1920,30.000,yes,23.428,metadata_only_probe_passed,promise_action_hook,pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；pelvic_floor；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_087,AI需要的成片_non_finished,已发/只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0087,reused_existing_ali_recheck_success_no_new_api_call,18.344,1080,1920,30.000,yes,22.583,metadata_only_probe_passed,promise_action_hook,pelvic_floor；posture_back_waist,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；pelvic_floor；posture_back_waist；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_088,AI需要的成片_non_finished,已发/只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0088,reused_existing_ali_recheck_success_no_new_api_call,11.169,1080,1920,30.000,yes,14.086,metadata_only_probe_passed,promise_action_hook,hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_089,AI需要的成片_non_finished,已发/只需三个动作帮你瘦臀瘦肚子.mp4,只需三个动作帮你瘦臀瘦肚子.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0089,reused_existing_ali_recheck_success_no_new_api_call,19.249,1080,1920,30.000,yes,23.481,metadata_only_probe_passed,promise_action_hook,hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_090,AI需要的成片_non_finished,已发/只需三个动作臀饱满腰背挺拔6.15.mp4,只需三个动作臀饱满腰背挺拔6.15.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0090,reused_existing_ali_recheck_success_no_new_api_call,16.370,1080,1920,30.000,yes,20.307,metadata_only_probe_passed,promise_action_hook,hip_glute_shape；posture_back_waist,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；posture_back_waist；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_091,AI需要的成片_non_finished,已发/只需三个动作让P底紧致Q弹.mp4,只需三个动作让P底紧致Q弹.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0091,reused_existing_ali_recheck_success_no_new_api_call,16.138,1080,1920,30.000,yes,19.957,metadata_only_probe_passed,promise_action_hook,pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；pelvic_floor；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_092,AI需要的成片_non_finished,已发/只需两个动作肚子平了臀翘了.mp4,只需两个动作肚子平了臀翘了.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0092,reused_existing_ali_recheck_success_no_new_api_call,16.045,1080,1920,30.000,yes,19.931,metadata_only_probe_passed,promise_action_hook,hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_093,AI需要的成片_non_finished,已发/只需四个动作告别松弛漏水尴尬.mp4,只需四个动作告别松弛漏水尴尬.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0093,reused_existing_ali_recheck_success_no_new_api_call,20.433,1080,1920,30.000,yes,25.157,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment；pelvic_floor,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；leakage_embarrassment；pain_point_visualized；pelvic_floor；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_094,AI需要的成片_non_finished,已发/只需四个动作臀翘了小肚子平了.mp4,只需四个动作臀翘了小肚子平了.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0094,reused_existing_ali_recheck_success_no_new_api_call,16.974,1080,1920,30.000,yes,20.840,metadata_only_probe_passed,promise_action_hook,belly_core_pressure；hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；belly_core_pressure；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；problem_to_action_bridge_short；result_promise_front_loaded；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_095,AI需要的成片_non_finished,已发/四个动作修复盆底肌.mp4,四个动作修复盆底肌.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0095,reused_existing_ali_recheck_success_no_new_api_call,32.577,1080,1920,30.000,yes,39.936,metadata_only_probe_passed,topic_title_hook,pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；pelvic_floor；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_096,AI需要的成片_non_finished,已发/四个动作告别跑跳漏水的问题6.1（2）.mp4,四个动作告别跑跳漏水的问题6.1（2）.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0096,reused_existing_ali_recheck_success_no_new_api_call,25.472,1080,1920,30.000,yes,31.199,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment,visible_action_or_prop_demo,movement_correction,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；leakage_embarrassment；pain_point_visualized；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_097,AI需要的成片_non_finished,已发/女性再懒也要练这四个动作6.5.mp4,女性再懒也要练这四个动作6.5.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0097,reused_existing_ali_recheck_success_no_new_api_call,15.952,1080,1920,30.000,yes,19.365,metadata_only_probe_passed,population_callout_hook,postpartum_or_age_group,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；ending_naturally_closes；high_pattern_reusability；postpartum_or_age_group；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned；target_audience_called_out,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_098,AI需要的成片_non_finished,已发/宝妈必看.mp4,宝妈必看.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0098,reused_existing_ali_recheck_success_no_new_api_call,38.220,720,1280,30.000,yes,37.499,metadata_only_probe_passed,population_callout_hook,general_body_management,result_or_problem_statement,single_action_tts_teaching,positive_reference_only,ending_naturally_closes；general_body_management；high_pattern_reusability；risk_pending_not_publish_ready；subtitle_and_action_aligned；target_audience_called_out,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_099,AI需要的成片_non_finished,已发/小肚子凸出.mp4,小肚子凸出.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0099,reused_existing_ali_recheck_success_no_new_api_call,23.614,720,1280,30.000,yes,23.212,metadata_only_probe_passed,pain_point_hook,belly_core_pressure,result_or_problem_statement,movement_correction,positive_reference_only,belly_core_pressure；ending_naturally_closes；high_pattern_reusability；pain_point_visualized；problem_to_action_bridge_short；risk_pending_not_publish_ready；subtitle_and_action_aligned,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_100,AI需要的成片_non_finished,已发/小腹凸出 妈妈臀就练这几个动作6.15.mp4,小腹凸出 妈妈臀就练这几个动作6.15.mp4,已发,no,no,existing_multimodal_structure_reused,fv_0100,reused_existing_ali_recheck_success_no_new_api_call,23.800,1080,1920,30.000,yes,29.177,metadata_only_probe_passed,population_callout_hook,belly_core_pressure；hip_glute_shape；postpartum_or_age_group,visible_action_or_prop_demo,single_action_tts_teaching,positive_reference_only,action_demo_clearly_visible；belly_core_pressure；ending_naturally_closes；high_pattern_reusability；hip_glute_shape；postpartum_or_age_group；problem_to_action_bridge_short；risk_pending_not_publish_ready；single_method_easy_to_repackage；subtitle_and_action_aligned；target_audience_called_out,no_existing_analysis_reused,positive_reference_not_publish_validation
ai_needed_101,AI需要的成片_non_finished,已发/小腹突出.mp4,小腹突出.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,12.004,720,1280,30.000,yes,11.871,metadata_only_probe_passed,topic_title_hook,belly_core_pressure,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,belly_core_pressure,yes,positive_reference_not_publish_validation
ai_needed_102,AI需要的成片_non_finished,已发/居家四个动作告别坠胀漏氵烦恼6.8（2）.mp4,居家四个动作告别坠胀漏氵烦恼6.8（2）.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,36.641,1080,1920,30.000,yes,44.581,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment；pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；leakage_embarrassment；pain_point_visualized；pelvic_floor；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_103,AI需要的成片_non_finished,已发/悬垂腹.mp4,悬垂腹.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,27.121,720,1280,30.000,yes,26.632,metadata_only_probe_passed,topic_title_hook,belly_core_pressure,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,belly_core_pressure,yes,positive_reference_not_publish_validation
ai_needed_104,AI需要的成片_non_finished,已发/悬垂腹别盲目的去卷腹.mp4,悬垂腹别盲目的去卷腹.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,12.817,1080,1920,30.000,yes,15.429,metadata_only_probe_passed,topic_title_hook,belly_core_pressure,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,belly_core_pressure,yes,positive_reference_not_publish_validation
ai_needed_105,AI需要的成片_non_finished,已发/想要小腹平坦一个小球帮你搞定6.4（2）.mp4,想要小腹平坦一个小球帮你搞定6.4（2）.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,32.206,1080,1920,30.000,yes,39.868,metadata_only_probe_passed,topic_title_hook,belly_core_pressure,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；belly_core_pressure；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_106,AI需要的成片_non_finished,已发/扁平臀臀凹陷就练这两个动作.mp4,扁平臀臀凹陷就练这两个动作.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,13.908,1080,1920,30.000,yes,16.857,metadata_only_probe_passed,topic_title_hook,hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；hip_glute_shape；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_107,AI需要的成片_non_finished,已发/新手练八爪鱼只需一个瑜伽小球6.11.mp4,新手练八爪鱼只需一个瑜伽小球6.11.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,18.785,1080,1920,30.000,yes,22.737,metadata_only_probe_passed,promise_action_hook,hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；hip_glute_shape；result_promise_front_loaded；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_108,AI需要的成片_non_finished,已发/日常练习10分钟练出灵动的蜜桃臀6.3.mp4,日常练习10分钟练出灵动的蜜桃臀6.3.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,10.751,1080,1920,30.000,yes,13.223,metadata_only_probe_passed,promise_action_hook,hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；hip_glute_shape；result_promise_front_loaded；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_109,AI需要的成片_non_finished,已发/松弛漏氵.mp4,松弛漏氵.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,62.554,720,1280,30.000,yes,61.618,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment；pelvic_floor,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,leakage_embarrassment；pain_point_visualized；pelvic_floor,yes,positive_reference_not_publish_validation
ai_needed_110,AI需要的成片_non_finished,已发/每天十分钟.mp4,每天十分钟.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,9.404,1080,1920,30.000,yes,11.255,metadata_only_probe_passed,promise_action_hook,general_body_management,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,general_body_management；result_promise_front_loaded,yes,positive_reference_not_publish_validation
ai_needed_111,AI需要的成片_non_finished,已发/每天坚持这个动作让你越练越J致6.9.mp4,每天坚持这个动作让你越练越J致6.9.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,42.655,1080,1920,30.000,yes,51.196,metadata_only_probe_passed,promise_action_hook,general_body_management,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；general_body_management；result_promise_front_loaded；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_112,AI需要的成片_non_finished,已发/每天睡前练习盆底肌会越练越紧6.3（4）.mp4,每天睡前练习盆底肌会越练越紧6.3（4）.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,28.189,1080,1920,30.000,yes,33.746,metadata_only_probe_passed,promise_action_hook,pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；pelvic_floor；result_promise_front_loaded；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_113,AI需要的成片_non_finished,已发/每天碎片10分钟告别“小腹婆”.mp4,每天碎片10分钟告别“小腹婆”.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,10.008,1080,1920,30.000,yes,12.255,metadata_only_probe_passed,promise_action_hook,belly_core_pressure,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,belly_core_pressure；result_promise_front_loaded,yes,positive_reference_not_publish_validation
ai_needed_114,AI需要的成片_non_finished,已发/每天练习5分钟腹直肌分离不见了6.11.mp4,每天练习5分钟腹直肌分离不见了6.11.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,10.913,1080,1920,30.000,yes,13.404,metadata_only_probe_passed,promise_action_hook,belly_core_pressure,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；belly_core_pressure；result_promise_front_loaded；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_115,AI需要的成片_non_finished,已发/每天练习五组告别小腹凸出困扰.mp4,每天练习五组告别小腹凸出困扰.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,58.700,1080,1920,30.000,yes,70.663,metadata_only_probe_passed,promise_action_hook,belly_core_pressure,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；belly_core_pressure；result_promise_front_loaded；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_116,AI需要的成片_non_finished,已发/每天练习这个动作越练越有力量6.6.mp4,每天练习这个动作越练越有力量6.6.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,35.921,1080,1920,30.000,yes,43.429,metadata_only_probe_passed,promise_action_hook,general_body_management,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；general_body_management；result_promise_front_loaded；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_117,AI需要的成片_non_finished,已发/每天练瑜伽小球告别跑跳漏水尴尬.mp4,每天练瑜伽小球告别跑跳漏水尴尬.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,23.986,1080,1920,30.000,yes,29.046,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；leakage_embarrassment；pain_point_visualized；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_118,AI需要的成片_non_finished,已发/王炸臀桥.mp4,王炸臀桥.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,12.306,1080,1920,30.000,yes,15.674,metadata_only_probe_passed,topic_title_hook,hip_glute_shape,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；hip_glute_shape；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_119,AI需要的成片_non_finished,已发/甩掉小肚腩.mp4,甩掉小肚腩.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,20.642,720,1280,30.000,yes,20.479,metadata_only_probe_passed,topic_title_hook,general_body_management,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,general_body_management,yes,positive_reference_not_publish_validation
ai_needed_120,AI需要的成片_non_finished,已发/疼痛不舒服的这个动作帮你改变.mp4,疼痛不舒服的这个动作帮你改变.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,31.068,1080,1920,30.000,yes,37.988,metadata_only_probe_passed,pain_point_hook,general_body_management,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；general_body_management；pain_point_visualized；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_121,AI需要的成片_non_finished,已发/盆底肌没有感觉就练这个动作6.5（2）.mp4,盆底肌没有感觉就练这个动作6.5（2）.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,27.376,1080,1920,30.000,yes,33.353,metadata_only_probe_passed,topic_title_hook,pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；pelvic_floor；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_122,AI需要的成片_non_finished,已发/盆底高张多练这个动作.mp4,盆底高张多练这个动作.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,49.644,1080,1920,30.000,yes,59.676,metadata_only_probe_passed,topic_title_hook,pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；pelvic_floor；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_123,AI需要的成片_non_finished,已发/盆盆底松C一个小球让你紧致.mp4,盆盆底松C一个小球让你紧致.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,26.053,1080,1920,30.000,yes,32.055,metadata_only_probe_passed,topic_title_hook,pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；pelvic_floor；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_124,AI需要的成片_non_finished,已发/盆盆底松松的一个小球帮你改变.mp4,盆盆底松松的一个小球帮你改变.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,41.355,1080,1920,30.000,yes,50.250,metadata_only_probe_passed,topic_title_hook,pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；pelvic_floor；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_125,AI需要的成片_non_finished,已发/腹横肌.mp4,腹横肌.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,15.000,720,1280,30.000,yes,13.142,metadata_only_probe_passed,topic_title_hook,belly_core_pressure,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,belly_core_pressure,yes,positive_reference_not_publish_validation
ai_needed_126,AI需要的成片_non_finished,已发/蝴蝶开合式让你收盆底提耻骨6.3（3）.mp4,蝴蝶开合式让你收盆底提耻骨6.3（3）.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,31.486,1080,1920,30.000,yes,38.317,metadata_only_probe_passed,topic_title_hook,pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；pelvic_floor；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_127,AI需要的成片_non_finished,已发/跑跳漏水尴尬一个小球告别困扰.mp4,跑跳漏水尴尬一个小球告别困扰.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,25.472,1080,1920,30.000,yes,31.214,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；leakage_embarrassment；pain_point_visualized；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_128,AI需要的成片_non_finished,已发/跑跳漏水尴尬一个小球告别尴尬.mp4,跑跳漏水尴尬一个小球告别尴尬.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,25.472,1080,1920,30.000,yes,30.437,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；leakage_embarrassment；pain_point_visualized；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_129,AI需要的成片_non_finished,已发/跑跳漏水尴尬就练这几个动作6.16.mp4,跑跳漏水尴尬就练这几个动作6.16.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,24.474,1080,1920,30.000,yes,29.431,metadata_only_probe_passed,pain_point_hook,leakage_embarrassment,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；leakage_embarrassment；pain_point_visualized；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
ai_needed_130,AI需要的成片_non_finished,已发/重复发/1.mp4,1.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,27.121,1080,1920,30.000,yes,33.233,metadata_only_probe_passed,topic_title_hook,general_body_management,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,general_body_management,yes,positive_reference_not_publish_validation
ai_needed_131,AI需要的成片_non_finished,已发/重复发/2.mp4,2.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,12.121,1080,1920,30.000,yes,15.123,metadata_only_probe_passed,topic_title_hook,general_body_management,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,general_body_management,yes,positive_reference_not_publish_validation
ai_needed_132,AI需要的成片_non_finished,已发/重复发/3.mp4,3.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,23.614,1080,1920,30.000,yes,28.954,metadata_only_probe_passed,topic_title_hook,general_body_management,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,general_body_management,yes,positive_reference_not_publish_validation
ai_needed_133,AI需要的成片_non_finished,已发/重复发/3c1f730c6718638e03e080ee7f2bb1c4.mp4,3c1f730c6718638e03e080ee7f2bb1c4.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,40.358,720,1280,30.000,yes,8.079,metadata_only_probe_passed,population_callout_hook,postpartum_or_age_group,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,postpartum_or_age_group；target_audience_called_out,yes,positive_reference_not_publish_validation
ai_needed_134,AI需要的成片_non_finished,已发/重复发/4.mp4,4.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,38.313,1080,1920,30.000,yes,46.193,metadata_only_probe_passed,topic_title_hook,general_body_management,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,general_body_management,yes,positive_reference_not_publish_validation
ai_needed_135,AI需要的成片_non_finished,已发/重复发/5.mp4,5.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,20.642,1080,1920,30.000,yes,25.205,metadata_only_probe_passed,topic_title_hook,general_body_management,result_or_problem_statement,problem_hook_reference,positive_reference_title_metadata_only,general_body_management,yes,positive_reference_not_publish_validation
ai_needed_136,AI需要的成片_non_finished,已发/重复发/下腹部坠胀这一式帮你搞定6.5（3）.mp4,下腹部坠胀这一式帮你搞定6.5（3）.mp4,已发,no,no,title_metadata_only_pending_multimodal_review,,,36.223,1080,1920,30.000,yes,44.587,metadata_only_probe_passed,pain_point_hook,belly_core_pressure；pelvic_floor,visible_action_or_prop_demo,single_action_tts_teaching,action_repackaging_reference_candidate,action_demo_clearly_visible；belly_core_pressure；pain_point_visualized；pelvic_floor；single_method_easy_to_repackage,yes,positive_reference_not_publish_validation
