reason_id,sample_id,file_name,parse_basis,why_someone_might_select,first_glance_value,viewer_problem_value,retention_mechanism,visual_value,core_value_carrier,codex_should_learn,content_archetype,route_decision,candidate_status,problem_action_bridge_seconds,native_completeness_score,repackaging_value_score,teachability_score,risk_boundary,confidence
positive_reason_061,ai_needed_061,会跳舞的臀你想拥有吗？.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿提问+字幕钩子）,hip_glute_shape,动作演示、字幕功效说明、道具辅助（瑜伽球/砖）,画面含4组连续动作：1) 坐姿抱球提问；2) 椅式后倾展示臀部；3) 同姿势强调胯部疏通；4) 四足位用砖辅助，字幕依次为‘想要拥有完美臀’‘首要疏通灵活胯部’‘日常坚持练习这个动作’‘既能塑形提臀’‘由内’‘由内而外改善身材比例’；每帧右上角固定标注‘非医疗保健科普 仅供参考’,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,0.851,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_062,ai_needed_062,会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（主讲人正面坐姿+大字幕‘会跳舞的蜜桃臀你想要拥有吗？’）,hip_glute_shape,动作演示、功能说明、口令式字幕,画面含8帧：首帧为正面提问式开场；第2–4帧为背对小凳坐姿动作+字幕强调胯部灵活；第5–6帧为侧坐椅动作+字幕‘日常坚持练习这个动作’‘既能塑形提臀’；第7–8帧为跪姿垫上动作+字幕‘由内而外改善身材比例’；所有字幕均标注‘非医疗保健科普 仅供参考’,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,0.851,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_063,ai_needed_063,停水停电这个动作帮你改变.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿+字幕‘停水停电这个动作帮你改变’）→ 00:00:01.000（同姿势微调，强化痛点）,general_body_management,动作演示；口令引导；原理提示（非解剖图解）；对比强调（不是用屁股去做）,画面始终为同一女性在室内坐姿演示；使用粉色球辅助；字幕依次出现‘停水停电’‘这个动作帮你改变’‘大家跟我一起做起来’‘盆底肌带动这个球来去’‘找到盆底肌握球的感觉’‘收放-收放’‘不是用屁股去做’‘整个人的状态就会很好’；动作从静坐→持球示意→主动收缩→节奏化收放→结束定格；背景有花卉与‘传播女性正能量 拒绝焦虑’竖排文字,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,11.394,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_064,ai_needed_064,前壁膨出一个小球帮你改变.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿+小球+字幕‘前壁膨出 一个小球帮你改变’）,pelvic_floor,动作演示；口令引导；感觉描述,画面中女性坐于瑜伽球/小球上，穿运动装；字幕依次出现‘前壁膨出’‘一个小球帮你改变’‘前臂膨出的’‘双脚打开一点点’‘前后的活动起来’‘我们的耻骨要向上提’‘你要找到耻骨向上提的感觉’‘耻骨向上挺’‘这才是最好的盆底肌的状态’；动作从静坐→手部引导→下肢微调→骨盆上提→最终定态；背景为室内布景，有花饰与文字竖条‘传播女性正能量 拒绝焦虑’,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,1,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_065,ai_needed_065,口子闭合不上一个小球告别困扰.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿夹球+字幕‘口子闭合不上’）,general_body_management,动作演示；口令引导；部位强调,首帧坐姿夹粉色小球，字幕点出‘口子闭合不上’；后续多帧展示坐姿下用球辅助、手部定位盆底、左右交替收缩动作；字幕含‘来帮助我们’‘让这个球’‘膝盖不要动’‘左右-左右’‘按摩你的整个盆底肌’‘你们都可以做这个动作’；全程无器械切换，仅一球一椅一帘背景,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,problem_solution,positive_reference_only,pending_user_review,8.673,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_066,ai_needed_066,只练这几个动作拥有八爪鱼般抓握力6.15.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（主标题字幕+坐姿示范）、00:00:01.000（‘40岁女性’标签出现）,hip_glute_shape,单动作演示；口令引导；图解插入（八爪鱼图标）；对比姿势（坐姿/跪姿/俯卧）,画面含固定字幕‘只练这几个动作 拥有八爪鱼般抓握力’贯穿全片；人物演示4种不同体位动作（坐、分腿坐、俯撑、仰卧、跪坐）；插入八爪鱼图标3次；出现‘40岁女性’‘和你的年龄没有多大的关系’‘都在偷偷练习盆底肌’等字幕；无口播文字可见，仅依赖画面与字幕传递信息,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,2.997,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_067,ai_needed_067,只需一个动作小腹凸出不见了.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿+字幕‘只需一个动作 小腹凸出不见了’）与00:00:01.000（换装后坐姿+字幕‘小腹部凸出来的’）构成对比式痛点呈现,belly_core_pressure,动作演示；口令同步；呼吸引导；手部辅助提示,画面中人物始终坐于瑜伽球/矮凳，穿运动装；前两帧对比‘凸出’与‘不见’状态；后续帧依次展示：准备姿势→呼气提耻骨（红箭头标注）→吸气放松→重复收放口令→最后揉腹放松；每帧均有黄底黑字动作口令字幕；左侧竖排文字统一为‘传播女性正能量 拒绝诋毁’,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,7.724,5,4,5,pending_user_review,high
positive_reason_068,ai_needed_068,只需一个动作收腰收胯收盆底.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿持球+大字幕‘只需一个动作 收腰收胯收盆底’）与00:00:01.000（躺姿+字幕‘你以为你在练盆底肌’）构成认知冲突式痛点引入,pelvic_floor；hip_glute_shape；posture_back_waist,动作演示；视觉标注；口令引导,画面中人物从坐姿引题→躺姿分步演示（手触腹、脚尖点地、骨盆上抬、手放腹放松），字幕依次为：‘只需一个动作 收腰收胯收盆底’→‘你以为你在练盆底肌’→‘快速的找到盆底肌发力’→‘脚尖点地’→‘带动’→‘赶紧动起来吧’；左侧竖排固定文字‘传播女性正能量 拒绝焦虑’；无明显口播画面证据；动作连贯，无跳跃切片，视觉标注清晰,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,5.805,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_069,ai_needed_069,只需一个动作改善悬垂腹内压力6.15.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（主讲人坐姿+大字幕‘只需一个动作 改善悬垂腹内压力’）、00:00:01.000（插入悬垂腹特写图+‘悬垂腹’标注）,belly_core_pressure,动作演示；字幕口令；局部图解对比,画面含主讲人坐姿引入、俯卧位动作序列、插入悬垂腹前后对比小图、字幕分步指令（如‘把瑜伽球垫在腹部下方’‘先释放腹内压力’）、结尾强调‘松弛肚型’与‘根源改善’；全程无口播文字转录，仅依赖字幕与画面动作推进,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,2.269,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_070,ai_needed_070,只需一个动作盆底肌越练越紧.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（标题字幕+坐姿持球准备态）,pelvic_floor,动作演示；口令；呼吸引导；身体感知提示,画面中女性全程坐于椅子/地面，使用粉色瑜伽球辅助；字幕依次呈现：标题→目标→动作步骤（脚跟垫起、吸气放松、膝内收、呼吸口令）→感知引导→行动号召；无切换场景，无他人出镜，无图解或对比；左上角固定标注‘非医疗保健科普 仅供参考’,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,5.091,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_071,ai_needed_071,只需一个动作盆盆松练出少女腹.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人坐姿展示成品效果，字幕‘只需一个动作 盆盆松练出少女腹’；00:00:00.814起同步出现‘西方的‘回春术’’等承诺性标题,belly_core_pressure；pelvic_floor,动作演示；呼吸口令；图示辅助,画面始终为单人室内演示；开头坐姿持球展示目标状态；中段7帧均为跪姿坐球上做前后顶髋动作，配统一黄色标题框与蓝色图示；每帧含‘吐气向后顶 吸气向后坐’字幕；背景装饰稳定，无场景切换,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,1.831,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_072,ai_needed_072,只需一个动作练出会动的蜜桃臀6.12.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人正面坐姿+大字幕‘只需一个动作 练出会动的蜜桃臀’,hip_glute_shape,动作演示、图解、进度条,画面含主讲人正面开场+背面多角度重复动作演示；每组动作配三阶段图解（改善漏嘘嘘/拒做大腹婆/收胯瘦腿）；顶部固定标题‘灵动八爪鱼 美臀训练’；侧边竖排小字‘非医疗保健科普 仅供参考’；无口播字幕可见，仅画面文字,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,0.946,5,5,3,health_action_risk_pending_professional_review,high
positive_reason_073,ai_needed_073,只需一个动作肚子平了臀翘了.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人正面坐姿，字幕‘只需一个动作 肚子平了臀翘了’，构成结果前置；00:00:00.828起叠加‘高段位女性都在练盆底’等痛点-人群标签,hip_glute_shape,动作演示；字幕强化；侧面/背面视角切换,画面主体为女性在瑜伽垫上坐姿使用粉色小球做骨盆底肌激活动作；全程无换装/场景变化；字幕固定四行：人群定位+时长建议+生理收益+年龄号召；无口播文字可见，仅画面动作与字幕；动作幅度小、节奏匀速、无跳跃,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,1.864,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_074,ai_needed_074,只需一个动作腰细了盆底J致了6.12.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人坐姿+字幕‘只需一个动作 腰细了盆底J致了’；00:00:00.946起连续帧顶部标题‘盆底肌训练 太紧的不要练’,pelvic_floor；posture_back_waist,动作演示；图解对比；进度时间轴（第一月/第二月/第三月）,pending_subtitle_or_audio_transcript,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,2.127,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_075,ai_needed_075,只需一个动作腰细了臀部翘了.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主画面坐姿展示粉色瑜伽球，大字幕‘只需一个动作 腰细了臀部翘了’，同步呈现结果承诺,hip_glute_shape；posture_back_waist,动作演示；字幕强化,全片8帧均为同一女性在室内跪坐于粉色瑜伽球上做单一屈伸动作；字幕重复强调‘腰细臀翘’结果与‘40+女性都去练’号召；无讲解、无对比、无步骤拆解；左侧竖排小字‘传播女性正能量 拒绝焦虑’；右上角图标随帧变化（章鱼/虾/贝壳等，疑似素材替换错误）,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,1,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_076,ai_needed_076,只需一个动作腿细了胯缩小了.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（主标题字幕‘只需一个动作 腿细了胯缩小了’+坐姿起始位）,hip_glute_shape,坐姿动作演示；呼吸口令；盆底肌发力引导；收放节奏提示,全程为固定镜头下坐姿演示；字幕依次出现：结果承诺→人群定位→准备动作→呼吸指令→发力部位→节奏口令→行动号召；无站立/走动镜头；背景为固定沙发+地毯；人物着装统一，动作幅度小、重复性强；无前后对比图或效果展示画面；所有帧中人物均保持坐姿，仅手部和腹部微动体现盆底肌训练过程,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,6.595,5,5,4,pending_user_review,high
positive_reason_077,ai_needed_077,只需一个动作臀饱满了腰细了6.11.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,fr_0077 F1 00:00:00.000：主画面坐姿持球，大字幕‘只需一个动作 臀饱满了腰细了’；人物正面朝向镜头，姿态稳定,hip_glute_shape；posture_back_waist,动作演示；局部特写对比图；文字叠加说明,全程单一坐姿动作（双腿外展坐粉色瑜伽球），无起身/换位；字幕反复强调‘40+女性’‘每天15分钟’‘核心肌群有力’‘腹平腰细臀饱’；每帧右下角含小图对比（臀形变化）、左下角含腰腹对比或章鱼/鱼形图示；无口播画面可见，仅字幕传递信息；人物服装颜色在部分帧中变化（浅绿/浅粉），但动作一致,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,0.828,5,5,3,pending_user_review,high
positive_reason_078,ai_needed_078,只需一个动作臀饱满盆底肌J致了6.12.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人坐姿+字幕‘只需一个动作 臀饱满盆底肌J致了’；00:00:01.000起三联图同步出现‘盆底肌练习 太紧的不要练’标题+解剖图,pelvic_floor；hip_glute_shape,动作演示；图解；进度可视化（月度对比）,画面始终为同一女性在室内地毯上做坐姿分腿夹球动作；字幕反复出现‘盆底肌练习 太紧的不要练’‘每天100下’‘第一月-第三月’对比图（膀胱/骨盆/腹肌示意图）；无换景、无讲解手势变化、无镜头移动；所有帧动作高度重复,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,2.487,5,4,3,health_action_risk_pending_professional_review,high
positive_reason_079,ai_needed_079,只需一个小球内脏下垂不见了.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿持球+主标题字幕）、00:00:01.000（延续标题+人物正视镜头）,general_body_management,动作演示；关键点标注；口令引导,画面含固定字幕‘只需一个小球 内脏下垂不见了’贯穿全片；人物从坐姿持球→躺姿举球→屈膝抬臀→臀桥维持→收势；字幕依次出现‘瑜伽球拿出来’‘吸气骨盆放松’‘赶紧做起来吧’；右侧有红色箭头指向骨盆区域；左上角小字‘非医疗保健科普 仅供参考’,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,7.728,5,4,5,health_action_risk_pending_professional_review,high
positive_reason_080,ai_needed_080,只需一个小球告别跑跳漏水困扰.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿小球+字幕‘只需一个小球 告别跑跳漏水困扰’）,leakage_embarrassment,动作演示；口令；图解,画面中女性演示坐小球、拍击、转圈等动作；字幕含‘不管多大年龄’‘上下拍击100次’‘魔力转圈圈100次’‘一定很紧致’；第7帧出现盆底肌解剖对比图，标注‘产后盆底肌’‘修复后盆底肌’；全程背景屏显同类动作剪影；结尾引导评论区打卡,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,problem_solution,positive_reference_only,pending_user_review,5.17,5,4,4,health_action_risk_pending_professional_review,high
positive_reason_081,ai_needed_081,只需一个小球拯救妈妈臀臀凹陷.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿持球+标题字幕‘只需一个小球 拯救妈妈臀臀凹陷’）,hip_glute_shape；postpartum_or_age_group,动作演示；字幕指令；对比图解,画面含标题字幕‘只需一个小球 拯救妈妈臀臀凹陷’；00:00:05.337出现‘放在我们的膝盖的后方’字幕与动作；00:00:09.489出现‘然后上下抬腿走’；00:00:14.233出现‘交换到另一侧’；结尾00:00:29.302为臀部前后对比图+‘改善臀下垂’字幕；全程有‘传播女性正能量 拒绝贬低’竖排小字,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,5.337,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_082,ai_needed_082,只需一个小球练出紧致的盆底肌.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：坐姿持球，主标题+副标题字幕同步出现；00:00:01.000：延续标题画面，无动作变化，属开场定格,pelvic_floor,动作演示；口令字幕；关键要点提示,画面始终为单人室内演示；字幕重复‘只需一个小球 练出紧致的盆底肌’；左侧竖排小字‘传播女性正能量 拒绝低俗’；动作序列：坐姿持球→躺姿取球→骨盆上提收紧→单腿前伸→双膝屈抬夹球→维持→放松；每步配黄底黑字口令（如‘瑜伽球拿出来’‘盆底肌先保持收紧’）,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,6.98,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_083,ai_needed_083,只需一个小球腰细了臀部翘了.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主画面坐姿持球，大字幕‘只需一个小球 腰细了臀部翘了’；00:00:01.000：叠加多行字幕‘高段位女性都在练盆底…40+女性都去练’，完成结果+人群双重前置,hip_glute_shape；posture_back_waist,单动作循环演示；字幕强化；对比图示（前后体态小图）,画面主体为女性坐瑜伽球演示固定姿势；全程字幕重复‘腰细了臀翘了’‘核心肌群有力量’‘40+女性都去练’；左下角持续显示三组对比图（腰腹/臀部前后形态）；无换景、无器械更换、无步骤拆解；动作幅度极小，属静态维持型演示,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,2.278,5,5,3,pending_user_review,high
positive_reason_084,ai_needed_084,只需一个小球让盆底肌越练越紧.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（标题字幕+坐姿持球画面）与00:00:01.000（手持球+口播起始）构成结果前置+动作引导,pelvic_floor,动作演示；口令指令；量化次数（50次）；方位提示（上下左右）,画面始终为同一女性在室内坐姿使用粉色小球进行盆底肌训练；字幕重复‘只需一个小球 让盆底肌越练越紧’；动作依次为：坐地夹球→坐椅持球→坐椅夹球→上下移动→左右移动→50次计数→鼓励语；无器械切换、无多人出镜、无解剖图示,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,6.892,5,5,5,health_action_risk_pending_professional_review,high
positive_reason_085,ai_needed_085,只需一个小球跑跳尴尬没有了.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：坐姿抱球，字幕‘只需一个小球 跑跳尴尬没有了’；00:00:01.000：起始动作演示，字幕‘如果你能每天这样’,leakage_embarrassment,动作演示；字幕口令；重复计数强化,画面为同一女性在室内地毯/椅上进行坐姿小球夹持训练；共8帧，含正/背/侧视角；字幕依次呈现痛点→动作指令→部位关联→结果承诺；无器械切换，动作连贯递进；最后一帧叠加卡通插图强调‘尴尬消失’,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,3.979,5,4,5,health_action_risk_pending_professional_review,high
positive_reason_086,ai_needed_086,只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人坐姿持球，大字幕‘只需一个瑜伽小球就能锻炼盆底肌’；00:00:01.000：开始演示坐姿夹球动作，画面稳定进入教学状态,pelvic_floor,动作演示；口令引导；字幕强化；手势强调,画面始终为单人室内坐姿训练场景；主讲人穿运动装，使用粉色瑜伽小球置于会阴处；字幕反复出现‘漏尿就练它’‘下垂就练它’‘紧致就练它’‘4指变1指练它’等短语；动作以坐姿夹球为主，配合手部指向或手势强调；无器械切换、无他人出镜、无解剖图示,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,3.498,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_087,ai_needed_087,只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（坐姿球上+字幕‘只需一个瑜伽小球 轻松养出好体态’）与00:00:01.000（背对坐椅+字幕‘你没事就这样 坐在瑜伽小球上’）构成问题引入,pelvic_floor；posture_back_waist,动作演示；图解；量化口令；对比示意,画面含4组动作：坐球静坐→坐椅提臀→跪姿前后→坐球上下拍打；两处解剖图对比‘产后vs修复后盆底肌’；字幕含量化指令（100次）、结果承诺（无尴尬）、动作提示（你还前后/上下）；结尾插入卡通漏水梗图,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,3.302,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_088,ai_needed_088,只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（正面坐姿球上+主标题字幕）、00:00:00.894（背对坐姿+‘抗衰别只盯着脸’字幕）,hip_glute_shape,动作演示；生理解剖图解；修复前后对比图；收益类比,全程一人一球演示坐姿髋部激活动作；叠加多组解剖示意图（盆底肌、髋关节）与修复前后对比图；字幕反复强调‘只需一个瑜伽小球’‘髋灵活了臀翘了’；右下角持续标注‘非医疗保健科普 仅供参考’；结尾出现臀腰对比图集,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,2.01,5,4,3,health_action_risk_pending_professional_review,high
positive_reason_089,ai_needed_089,只需三个动作帮你瘦臀瘦肚子.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（主讲人坐姿+大字幕‘只需三个动作帮你瘦臀瘦肚子’）+ 00:00:01.000（臀部对比图+‘为了翘臀紧致’）,hip_glute_shape,动作演示；图解标注；口令式字幕；前后对比图,画面含主讲人演示三个地面动作（坐姿准备→桥式→静态臀桥），每动作配对比图/解剖图/文字说明；字幕强调‘瘦臀瘦肚子’‘收紧臀部’‘保持1分钟’等；无真实前后效果对比视频，仅用示意图；左侧始终有‘传播女性正能量 拒绝焦虑’水印,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,3.465,5,4,5,health_action_risk_pending_professional_review,high
positive_reason_090,ai_needed_090,只需三个动作臀饱满腰背挺拔6.15.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000（主讲人坐姿亮相+大字标题‘只需三个动作 臀饱满腰背挺拔’）,hip_glute_shape；posture_back_waist,动作演示、量化口令、对比图解、坐姿/仰卧/跪姿分场景执行,画面含三组动作：1）仰卧臀桥类（提臀/保持）；2）跪姿脊柱流动；3）坐椅骨盆滚动。每动作配黄底白字指令（如‘静态臀翘保持1分钟’‘前后滚动100次’），左上角持续标注‘非医疗保健科普 仅供参考’，结尾出现盆底肌解剖对比图。无口播文字转录，仅字幕与动作同步。,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,movement_correction,positive_reference_only,pending_user_review,2.947,5,5,4,health_action_risk_pending_professional_review,high
positive_reason_091,ai_needed_091,只需三个动作让P底紧致Q弹.mp4,existing_multimodal_structure_reused,前序解析显示开头/动作/收束或再包装价值可复用；本轮只反推选片原因，不确认发布。,00:00:00.000：主讲人坐姿持球，字幕‘只需三个动作 让P底紧致Q弹’；00:00:01.000：叠加痛点文案‘肚子平了 臀饱满 腰也细了’,pelvic_floor,动作演示；多角度特写；图解辅助,pending_subtitle_or_audio_transcript,visual_action_plus_subtitle_or_tts,学习问题钩子、动作证据、桥接秒数、再包装价值和风险边界如何共同决定是否进池。,single_action_tts_teaching,positive_reference_only,pending_user_review,2.905,5,5,5,health_action_risk_pending_professional_review,high
